x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,886726.674318639,6954666.32505932,0,5,5
895500.509851248,6954516.28142892,898850.268485854,6945794.65154637,0,5,5
888490.782146195,6949237.41596887,891604.913427943,6959859.41157455,5,12,7
888490.782146195,6949237.41596887,899209.037239109,6960108.89634507,5,12,7
895500.509851248,6954516.28142892,895959.839686509,6951647.77061878,0,12,12
895500.509851248,6954516.28142892,898415.247724203,6953027.16162806,0,12,12
889571.096209236,6951589.37775638,894235.363335025,6947160.27127236,12,13,1
888357.578787528,6952350.6367328,888929.500893583,6948330.48724581,13,17,4
888490.782146195,6949237.41596887,888088.797176289,6948171.46608865,5,17,12
895500.509851248,6954516.28142892,895480.092144289,6954027.83974611,0,19,19
895500.509851248,6954516.28142892,895295.967695678,6954421.80716741,0,19,19
895500.509851248,6954516.28142892,895852.838899399,6954569.30564639,0,19,19
895500.509851248,6954516.28142892,895961.382701543,6954699.36757112,0,19,19
886886.605599189,6951825.02485737,897253.073334853,6963906.96434668,17,22,5
888490.782146195,6949237.41596887,904556.444905704,6950279.60201515,5,27,22
888490.782146195,6949237.41596887,903836.537216403,6952463.05131067,5,28,23
889249.913594379,6947572.38071305,902763.29768914,6960622.64966132,5,38,33
888490.782146195,6949237.41596887,888206.659894252,6950060.45908661,5,38,33
889647.94765557,6951233.28999845,889005.65994086,6951405.13301896,12,44,32
888357.578787528,6952350.6367328,892625.818434463,6959268.57938355,13,47,34
889948.416658984,6954366.45561095,892172.582382033,6949885.85956472,47,50,3
898031.735278148,6952441.17360339,893691.227486576,6952181.60581989,12,53,41
886619.166488132,6950477.48129216,893152.515943257,6966720.06208278,17,54,37
889801.308540137,6954703.39715839,892087.877051772,6950248.38305718,50,55,5
886427.161285274,6951527.84534524,906470.019589218,6950728.8003774,22,56,34
889647.94765557,6951233.28999845,900584.147204383,6953620.12892875,12,57,45
883914.842647687,6955185.2149498,886072.015003515,6947420.54176856,56,57,1
883914.842647687,6955185.2149498,904415.556834995,6961747.8016429,56,57,1
898133.418748135,6953177.62403615,897285.29038267,6951986.10563261,53,58,5
883700.377325537,6954462.34816447,906140.408401731,6959785.52177945,57,58,1
883700.377325537,6954462.34816447,883701.846959128,6953233.89616524,57,58,1
889948.416658984,6954366.45561095,890210.475590098,6952807.43484448,47,59,12
883700.377325537,6954462.34816447,897300.919708223,6966569.36747535,57,65,8
883700.377325537,6954462.34816447,883427.525189014,6956073.03808271,57,65,8
898133.418748135,6953177.62403615,896813.495386536,6956532.48092623,53,65,12
883874.560066274,6952130.85702147,888818.97506712,6944410.64147227,58,65,7
883705.262671936,6951752.40553015,882870.124007941,6951943.16611585,65,72,7
884274.839810092,6949184.33340154,893412.1720642,6942450.91533503,54,72,18
884274.839810092,6949184.33340154,890115.306715597,6943789.19425234,54,72,18
884274.839810092,6949184.33340154,884506.15964426,6948825.45236443,54,72,18
883914.842647687,6955185.2149498,904494.672804299,6961754.18223885,56,75,19
883860.918388858,6952172.72737046,907559.907127061,6955745.58620055,58,76,18
