x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,890631.584312968,6947215.8521849,0,5,5
895500.509851248,6954516.28142892,894105.029260047,6963754.26522615,0,5,5
888490.782146195,6949237.41596887,888953.000176299,6953591.71217632,5,12,7
888490.782146195,6949237.41596887,901630.309307612,6951785.69987702,5,12,7
895500.509851248,6954516.28142892,898387.481802027,6954192.65954943,0,12,12
895500.509851248,6954516.28142892,898691.166195933,6955246.27234631,0,12,12
889571.096209236,6951589.37775638,895661.092614513,6947053.99663758,12,13,1
888357.578787528,6952350.6367328,886873.561634375,6951867.13574381,13,17,4
888490.782146195,6949237.41596887,892219.700964932,6963704.6686394,5,17,12
895500.509851248,6954516.28142892,895328.170350813,6954058.79781517,0,19,19
895500.509851248,6954516.28142892,895375.378224022,6954328.91826455,0,19,19
895500.509851248,6954516.28142892,895275.713597518,6954239.8506598,0,19,19
895500.509851248,6954516.28142892,895225.741670151,6954103.45366064,0,19,19
886886.605599189,6951825.02485737,887910.99592955,6948714.92961591,17,22,5
888490.782146195,6949237.41596887,885582.342820376,6953255.57729499,5,27,22
888490.782146195,6949237.41596887,893656.938859701,6962901.1697496,5,28,23
889249.913594379,6947572.38071305,886756.437290743,6958200.98158288,5,38,33
888490.782146195,6949237.41596887,887946.51994611,6950517.30200231,5,38,33
889647.94765557,6951233.28999845,888318.863808079,6953981.23012495,12,44,32
888357.578787528,6952350.6367328,900523.756290478,6952146.64394566,13,47,34
889948.416658984,6954366.45561095,891760.963292539,6950211.43539032,47,50,3
898031.735278148,6952441.17360339,892727.792803017,6955534.24657812,12,53,41
886619.166488132,6950477.48129216,888299.670213883,6944387.44901069,17,54,37
889801.308540137,6954703.39715839,890801.773096179,6957306.06494061,50,55,5
886427.161285274,6951527.84534524,884031.091700445,6952747.77813827,22,56,34
889647.94765557,6951233.28999845,897709.588570139,6949850.8308338,12,57,45
883914.842647687,6955185.2149498,895432.274819471,6966316.33992038,56,57,1
883914.842647687,6955185.2149498,904299.589483169,6961888.46868636,56,57,1
898133.418748135,6953177.62403615,895662.56342906,6957608.36321042,53,58,5
883700.377325537,6954462.34816447,892912.218797408,6966103.9077802,57,58,1
883700.377325537,6954462.34816447,883684.899183068,6953400.79832982,57,58,1
889948.416658984,6954366.45561095,894374.673730253,6949072.28361831,47,59,12
883700.377325537,6954462.34816447,900829.642228455,6965476.14944829,57,65,8
883700.377325537,6954462.34816447,906805.846152677,6959029.57524223,57,65,8
898133.418748135,6953177.62403615,893312.359276667,6953515.7873051,53,65,12
883874.560066274,6952130.85702147,894132.920614916,6966553.58036537,58,65,7
883705.262671936,6951752.40553015,896967.782856328,6941710.24071003,65,72,7
884274.839810092,6949184.33340154,883666.652467234,6951370.80322882,54,72,18
