x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,887959.171311771,6959003.0303719,0,5,5
895500.509851248,6954516.28142892,900137.714792582,6962627.0175885,0,5,5
888490.782146195,6949237.41596887,900385.046829338,6958973.41164421,5,12,7
888490.782146195,6949237.41596887,895583.637084415,6961226.24468142,5,12,7
895500.509851248,6954516.28142892,894638.693951546,6951742.00467263,0,12,12
895500.509851248,6954516.28142892,894286.668049118,6951476.58362671,0,12,12
889571.096209236,6951589.37775638,901634.5622194,6950263.64898822,12,13,1
888357.578787528,6952350.6367328,902530.243895334,6960175.34916725,13,17,4
888490.782146195,6949237.41596887,903520.504644548,6960072.34568284,5,17,12
895500.509851248,6954516.28142892,895199.173738175,6954901.23429256,0,19,19
895500.509851248,6954516.28142892,895715.80826614,6954582.68528452,0,19,19
895500.509851248,6954516.28142892,895775.917713171,6954742.32973217,0,19,19
895500.509851248,6954516.28142892,895042.198421166,6954326.87458464,0,19,19
886886.605599189,6951825.02485737,890255.991199563,6946531.83225956,17,22,5
888490.782146195,6949237.41596887,885541.111137758,6953638.90498103,5,27,22
888490.782146195,6949237.41596887,887318.92943084,6951914.9648439,5,28,23
889249.913594379,6947572.38071305,886213.410158571,6952570.61972497,5,38,33
888490.782146195,6949237.41596887,888045.555463923,6950335.58112582,5,38,33
889647.94765557,6951233.28999845,894131.877705873,6961586.58310833,12,44,32
888357.578787528,6952350.6367328,901015.622310832,6955173.33633489,13,47,34
889948.416658984,6954366.45561095,889983.423867672,6953074.86888193,47,50,3
898031.735278148,6952441.17360339,893655.057343196,6956822.47264282,12,53,41
886619.166488132,6950477.48129216,894831.192249463,6966925.84836687,17,54,37
889801.308540137,6954703.39715839,897820.753532586,6949568.80849875,50,55,5
886427.161285274,6951527.84534524,892072.590871722,6965603.41487616,22,56,34
889647.94765557,6951233.28999845,891450.847169905,6951315.23625444,12,57,45
883914.842647687,6955185.2149498,906769.759157544,6951016.27335837,56,57,1
883914.842647687,6955185.2149498,884050.250898747,6955331.46070264,56,57,1
898133.418748135,6953177.62403615,892907.936674242,6952823.41538949,53,58,5
883700.377325537,6954462.34816447,885725.114114479,6947777.29239303,57,58,1
883700.377325537,6954462.34816447,907353.306915132,6955119.73794664,57,58,1
889948.416658984,6954366.45561095,889946.528778141,6954756.93340352,47,59,12
883700.377325537,6954462.34816447,883318.498771077,6954174.28005704,57,65,8
883700.377325537,6954462.34816447,907582.114161715,6956004.66552549,57,65,8
898133.418748135,6953177.62403615,897692.842554663,6953524.98493121,53,65,12
883874.560066274,6952130.85702147,892880.614159524,6942688.22103977,58,65,7
883705.262671936,6951752.40553015,895034.048620837,6967397.66267806,65,72,7
884274.839810092,6949184.33340154,906958.030012414,6958835.93945346,54,72,18
884274.839810092,6949184.33340154,888647.217797189,6964370.37703064,54,72,18
884274.839810092,6949184.33340154,886059.557033333,6962524.38244009,54,72,18
883914.842647687,6955185.2149498,900079.159531834,6943918.25602496,56,75,19
883860.918388858,6952172.72737046,883411.687569849,6955411.06001951,58,76,18
882861.950103527,6951983.6194956,898908.37286292,6966956.97306149,72,81,9
891528.656105892,6951219.18636398,898369.609730021,6955879.24482773,57,83,26
897905.890905903,6954460.30455211,897665.963607311,6954350.12481451,65,85,20
883700.377325537,6954462.34816447,885853.426172866,6947296.93246428,57,89,32
884274.839810092,6949184.33340154,883681.677379141,6961920.9065658,54,90,36
891528.656105892,6951219.18636398,894861.213587692,6959277.38192438,57,90,33
884274.839810092,6949184.33340154,899632.872401749,6942105.68874832,54,93,39
883490.814673993,6953540.34868517,899469.917193485,6942083.9283802,89,94,5
883490.814673993,6953540.34868517,884112.504767885,6960110.51574212,89,94,5
883315.448166872,6954722.75332468,882495.542558207,6953786.15786022,65,94,29
883490.814673993,6953540.34868517,904344.172927618,6963143.175061,89,94,5
883490.814673993,6953540.34868517,883937.293068632,6950371.85793204,89,94,5
883705.262671936,6951752.40553015,895024.463171677,6967250.53755842,65,97,32
882848.235163773,6952005.44813386,881156.843137587,6962229.73267681,81,100,19
882848.235163773,6952005.44813386,894229.754336405,6970758.83597811,81,100,19
883248.941622772,6951011.00318662,881837.945679968,6954131.86141255,97,101,4
897905.890905903,6954460.30455211,893513.399948581,6956443.07167462,65,104,39
