x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,888410.423630175,6959686.71472044,0,5,5
895500.509851248,6954516.28142892,900329.327730499,6962514.42050043,0,5,5
888490.782146195,6949237.41596887,890651.987116579,6950020.00090633,5,12,7
888490.782146195,6949237.41596887,891239.450975773,6959700.28511782,5,12,7
895500.509851248,6954516.28142892,892595.837438372,6954469.20341555,0,12,12
895500.509851248,6954516.28142892,897777.441363101,6956867.61244341,0,12,12
889571.096209236,6951589.37775638,889965.778850286,6949508.46415211,12,13,1
888357.578787528,6952350.6367328,888817.212212424,6948451.98088653,13,17,4
888490.782146195,6949237.41596887,901546.084303523,6962174.03540905,5,17,12
895500.509851248,6954516.28142892,895013.683610516,6954471.64543898,0,19,19
895500.509851248,6954516.28142892,895377.681833458,6954327.40009702,0,19,19
895500.509851248,6954516.28142892,895756.600760325,6954268.56228937,0,19,19
895500.509851248,6954516.28142892,895479.374355501,6954020.82445761,0,19,19
886886.605599189,6951825.02485737,886634.442989102,6958072.86164338,17,22,5
888490.782146195,6949237.41596887,903032.726861082,6961090.86271462,5,27,22
888490.782146195,6949237.41596887,892390.229243498,6962518.23498366,5,28,23
889249.913594379,6947572.38071305,901821.529843978,6947439.5218301,5,38,33
888490.782146195,6949237.41596887,887231.146968747,6952354.74552616,5,38,33
889647.94765557,6951233.28999845,890207.741938496,6959399.81781242,12,44,32
888357.578787528,6952350.6367328,895350.135510685,6948964.20306591,13,47,34
889948.416658984,6954366.45561095,901175.59593986,6955072.4340767,47,50,3
898031.735278148,6952441.17360339,896954.264038969,6951945.13156238,12,53,41
886619.166488132,6950477.48129216,884056.241111009,6959361.28407503,17,54,37
889801.308540137,6954703.39715839,900630.653912612,6956398.47192012,50,55,5
886427.161285274,6951527.84534524,885509.946593119,6948611.72366459,22,56,34
889647.94765557,6951233.28999845,890677.304297782,6952676.9483349,12,57,45
883914.842647687,6955185.2149498,906322.89237691,6959219.69220086,56,57,1
883914.842647687,6955185.2149498,901239.874773727,6964457.7419662,56,57,1
898133.418748135,6953177.62403615,894826.526818574,6951494.19969984,53,58,5
883700.377325537,6954462.34816447,906181.358786798,6959702.01195144,57,58,1
883700.377325537,6954462.34816447,893535.221207464,6966220.57972284,57,58,1
889948.416658984,6954366.45561095,896252.229259031,6949008.14771002,47,59,12
883700.377325537,6954462.34816447,883341.46109078,6953694.15483505,57,65,8
883700.377325537,6954462.34816447,898873.236864398,6966212.65532977,57,65,8
898133.418748135,6953177.62403615,896601.009239327,6952376.68040871,53,65,12
883874.560066274,6952130.85702147,886812.375542841,6962959.21861002,58,65,7
883705.262671936,6951752.40553015,905866.481771893,6962177.49511251,65,72,7
884274.839810092,6949184.33340154,883575.477721963,6951736.38531431,54,72,18
884274.839810092,6949184.33340154,888975.213224555,6944441.99157604,54,72,18
884274.839810092,6949184.33340154,886783.222036585,6963306.62642053,54,72,18
883914.842647687,6955185.2149498,892644.181027998,6965702.14576807,56,75,19
883860.918388858,6952172.72737046,889869.970152847,6965251.14405413,58,76,18
882861.950103527,6951983.6194956,883856.157998177,6948967.10054119,72,81,9
891528.656105892,6951219.18636398,898367.681496629,6955883.29646058,57,83,26
897905.890905903,6954460.30455211,897170.391774579,6955904.911096,65,85,20
883700.377325537,6954462.34816447,907479.841024415,6955812.75650176,57,89,32
884274.839810092,6949184.33340154,902628.993754899,6942528.87171469,54,90,36
891528.656105892,6951219.18636398,890728.049234206,6953968.19630851,57,90,33
884274.839810092,6949184.33340154,883364.826496021,6959397.30800478,54,93,39
883490.814673993,6953540.34868517,907448.919745066,6959765.57642788,89,94,5
883490.814673993,6953540.34868517,893598.832713149,6967060.83169556,89,94,5
883315.448166872,6954722.75332468,888232.168797271,6965325.23480294,65,94,29
883490.814673993,6953540.34868517,883367.676885341,6956846.09570672,89,94,5
883490.814673993,6953540.34868517,887829.059561975,6964109.66867965,89,94,5
883705.262671936,6951752.40553015,884263.002699513,6948507.42691016,65,97,32
882848.235163773,6952005.44813386,887686.199835742,6940227.31141958,81,100,19
882848.235163773,6952005.44813386,898934.571435575,6970442.44289039,81,100,19
883248.941622772,6951011.00318662,883545.85930127,6947890.59137344,97,101,4
897905.890905903,6954460.30455211,898246.499012785,6954863.657221,65,104,39
889044.72602536,6947562.24121036,889040.412747734,6945622.96919196,38,105,67
879517.268994917,6951358.52754518,880511.76236592,6955412.86379399,100,106,6
883850.911440394,6946848.15706326,883917.524092595,6946721.00926018,90,107,17
883850.911440394,6946848.15706326,903259.865954875,6965992.17389615,90,107,17
883850.911440394,6946848.15706326,903971.020587551,6965555.04190204,90,107,17
879714.629342236,6950510.7750313,887427.300995822,6969052.76473458,100,109,9
880798.053365316,6951466.005311,881112.318893575,6950294.16596528,106,111,5
880798.053365316,6951466.005311,880478.083081414,6951529.60539431,106,112,6
879517.268994917,6951358.52754518,880090.647755277,6948418.3591772,100,112,12
887431.038514241,6947052.53642577,887725.00408205,6946881.78344864,105,112,7
887431.038514241,6947052.53642577,885857.316954674,6949416.1134356,105,112,7
887431.038514241,6947052.53642577,892213.992955033,6964897.91329648,105,112,7
879175.868677766,6951660.65607501,890003.574193352,6938010.67561781,112,113,1
879517.268994917,6951358.52754518,880838.901308098,6962008.09422315,100,119,19
878205.340033556,6952637.87098494,904063.065946428,6939347.28765826,113,120,7
898349.784053033,6955728.24992217,899703.900185565,6951241.95597504,58,121,63
879439.114543653,6950213.06996628,891679.661718427,6971117.95902407,109,121,12
879484.31609891,6948711.44576244,882848.512953739,6967446.88625709,121,122,1
