x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,886742.824066092,6955069.13107646,0,5,5
895500.509851248,6954516.28142892,887246.060463465,6958892.55564597,0,5,5
888490.782146195,6949237.41596887,889219.825283448,6952448.01824301,5,12,7
888490.782146195,6949237.41596887,899265.180986035,6960071.2583176,5,12,7
895500.509851248,6954516.28142892,893680.300919885,6956780.38778942,0,12,12
895500.509851248,6954516.28142892,898722.609122562,6953940.73739485,0,12,12
889571.096209236,6951589.37775638,899097.377088993,6961056.46699241,12,13,1
888357.578787528,6952350.6367328,886697.765749387,6952527.8386526,13,17,4
888490.782146195,6949237.41596887,902478.08806143,6961335.63394944,5,17,12
895500.509851248,6954516.28142892,895909.03193681,6954784.79933497,0,19,19
895500.509851248,6954516.28142892,895715.80826614,6954582.68528452,0,19,19
895500.509851248,6954516.28142892,895793.531571244,6954718.97725379,0,19,19
895500.509851248,6954516.28142892,895583.937423001,6954027.44182345,0,19,19
886886.605599189,6951825.02485737,888461.100561902,6948058.48604017,17,22,5
888490.782146195,6949237.41596887,885781.75352361,6952169.9678076,5,27,22
888490.782146195,6949237.41596887,903856.230036434,6956487.84079602,5,28,23
889249.913594379,6947572.38071305,888442.258457063,6948174.6012553,5,38,33
888490.782146195,6949237.41596887,889944.538209986,6948021.22337969,5,38,33
889647.94765557,6951233.28999845,898981.193407436,6960820.816445,12,44,32
888357.578787528,6952350.6367328,891483.826241989,6950680.34094783,13,47,34
889948.416658984,6954366.45561095,890351.007327104,6956965.47142453,47,50,3
898031.735278148,6952441.17360339,897283.433320954,6956871.14804419,12,53,41
886619.166488132,6950477.48129216,895622.062739011,6942089.27203265,17,54,37
889801.308540137,6954703.39715839,891685.903001022,6950603.50828015,50,55,5
886427.161285274,6951527.84534524,892670.110088711,6965770.79136011,22,56,34
889647.94765557,6951233.28999845,899077.21866153,6950794.23734963,12,57,45
883914.842647687,6955185.2149498,895359.083842017,6942716.87317658,56,57,1
883914.842647687,6955185.2149498,904338.004968019,6961842.37366071,56,57,1
898133.418748135,6953177.62403615,892413.547368714,6954756.89260285,53,58,5
883700.377325537,6954462.34816447,887301.336351811,6945928.73876746,57,58,1
883700.377325537,6954462.34816447,895005.165102043,6966374.08862864,57,58,1
889948.416658984,6954366.45561095,892240.534049921,6950013.26278494,47,59,12
883700.377325537,6954462.34816447,883546.242303405,6952146.92575905,57,65,8
883700.377325537,6954462.34816447,887124.871822126,6963349.69172952,57,65,8
898133.418748135,6953177.62403615,893270.493672232,6953612.94357952,53,65,12
883874.560066274,6952130.85702147,894293.306306483,6966570.72150743,58,65,7
883705.262671936,6951752.40553015,899875.288334569,6942391.55948625,65,72,7
884274.839810092,6949184.33340154,906109.535242394,6960630.42846203,54,72,18
884274.839810092,6949184.33340154,907329.356427669,6956553.24013679,54,72,18
884274.839810092,6949184.33340154,907707.688162571,6956576.88075696,54,72,18
883914.842647687,6955185.2149498,906332.195808536,6958510.87210671,56,75,19
883860.918388858,6952172.72737046,902552.34859227,6944656.67579542,58,76,18
882861.950103527,6951983.6194956,899200.607049293,6942159.35546297,72,81,9
891528.656105892,6951219.18636398,895620.413124614,6957690.39966016,57,83,26
897905.890905903,6954460.30455211,893886.036173575,6955968.95920952,65,85,20
883700.377325537,6954462.34816447,889297.187213098,6964846.04479591,57,89,32
884274.839810092,6949184.33340154,895958.094985059,6940576.98839567,54,90,36
891528.656105892,6951219.18636398,892094.375601514,6951128.80048975,57,90,33
884274.839810092,6949184.33340154,882607.800187857,6952307.82756522,54,93,39
883490.814673993,6953540.34868517,888062.798188462,6943792.47416666,89,94,5
883490.814673993,6953540.34868517,890939.313882163,6966355.94395204,89,94,5
883315.448166872,6954722.75332468,885303.780360812,6962621.15418656,65,94,29
883490.814673993,6953540.34868517,887868.948451944,6964231.88439303,89,94,5
883490.814673993,6953540.34868517,886545.523911981,6962924.161977,89,94,5
883705.262671936,6951752.40553015,892712.946369756,6966950.80552313,65,97,32
882848.235163773,6952005.44813386,907176.029420503,6965870.59108359,81,100,19
882848.235163773,6952005.44813386,899093.982417333,6970407.23334435,81,100,19
883248.941622772,6951011.00318662,883068.322308319,6948837.00758619,97,101,4
897905.890905903,6954460.30455211,898263.215120694,6954685.35540792,65,104,39
889044.72602536,6947562.24121036,894356.203193665,6965448.54649176,38,105,67
879517.268994917,6951358.52754518,882026.749295905,6947888.74888554,100,106,6
883850.911440394,6946848.15706326,886602.434143717,6965275.2811953,90,107,17
883850.911440394,6946848.15706326,881925.56156315,6951755.03279147,90,107,17
883850.911440394,6946848.15706326,882484.200719622,6959433.54504872,90,107,17
879714.629342236,6950510.7750313,911687.55042817,6958319.67011273,100,109,9
880798.053365316,6951466.005311,881230.973002411,6959123.51662397,106,111,5
880798.053365316,6951466.005311,892720.859014594,6939454.17397289,106,112,6
879517.268994917,6951358.52754518,882980.612998784,6965374.48977139,100,112,12
887431.038514241,6947052.53642577,906396.735772328,6954643.99225284,105,112,7
887431.038514241,6947052.53642577,885564.69446182,6950012.67672293,105,112,7
887431.038514241,6947052.53642577,897880.519563114,6965142.42971106,105,112,7
879175.868677766,6951660.65607501,886220.332254393,6969231.2271845,112,113,1
879517.268994917,6951358.52754518,910069.898298011,6946846.66968492,100,119,19
878205.340033556,6952637.87098494,904264.061847781,6939462.51461455,113,120,7
898349.784053033,6955728.24992217,900671.846774161,6955799.62546317,58,121,63
879439.114543653,6950213.06996628,881077.069750055,6963581.54232283,109,121,12
879484.31609891,6948711.44576244,877453.672392655,6953257.22445639,121,122,1
879439.114543653,6950213.06996628,888454.361039131,6938809.37946771,109,125,16
897653.086115377,6954804.74878802,897568.709982447,6954252.76757315,85,126,41
882440.611234535,6950484.84414124,896173.392819398,6968952.40614743,101,126,25
878183.811886466,6952632.74473063,902764.451658972,6938476.29768585,120,126,6
