x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,890596.432388864,6947239.41896717,0,5,5
895500.509851248,6954516.28142892,888309.014862741,6948552.21314054,0,5,5
888490.782146195,6949237.41596887,900474.939304972,6958872.85839442,5,12,7
888490.782146195,6949237.41596887,895714.228260226,6947809.2074448,5,12,7
895500.509851248,6954516.28142892,896001.319670894,6951654.7210696,0,12,12
895500.509851248,6954516.28142892,898419.230030543,6953034.98228144,0,12,12
889571.096209236,6951589.37775638,893786.622970243,6961780.85800915,12,13,1
888357.578787528,6952350.6367328,899140.234528853,6962774.28437569,13,17,4
888490.782146195,6949237.41596887,892048.249676354,6963641.63436254,5,17,12
895500.509851248,6954516.28142892,895050.178743377,6954326.03408059,0,19,19
895500.509851248,6954516.28142892,895647.432284348,6954345.46960806,0,19,19
895500.509851248,6954516.28142892,895793.531571244,6954718.97725379,0,19,19
895500.509851248,6954516.28142892,895376.580385485,6954996.45411361,0,19,19
886886.605599189,6951825.02485737,886746.217405701,6950692.83165107,17,22,5
888490.782146195,6949237.41596887,885586.630714514,6953222.29045994,5,27,22
888490.782146195,6949237.41596887,887993.688242349,6950350.61995884,5,28,23
889249.913594379,6947572.38071305,895721.56075257,6945030.13591733,5,38,33
888490.782146195,6949237.41596887,886954.531050475,6954371.89902647,5,38,33
889647.94765557,6951233.28999845,893930.406847057,6961544.58821957,12,44,32
888357.578787528,6952350.6367328,891986.247879655,6950215.33393025,13,47,34
889948.416658984,6954366.45561095,889920.092611732,6955688.82196711,47,50,3
898031.735278148,6952441.17360339,892557.777574021,6954262.2349389,12,53,41
886619.166488132,6950477.48129216,896153.058902313,6942105.82143037,17,54,37
889801.308540137,6954703.39715839,891484.504766616,6950810.51264286,50,55,5
886427.161285274,6951527.84534524,885040.536133296,6949489.94017242,22,56,34
889647.94765557,6951233.28999845,899439.666131079,6951180.19002657,12,57,45
883914.842647687,6955185.2149498,887384.15903792,6945950.60072647,56,57,1
883914.842647687,6955185.2149498,895293.47907316,6965993.65419382,56,57,1
898133.418748135,6953177.62403615,892487.669696877,6953802.12086588,53,58,5
883700.377325537,6954462.34816447,895799.926761192,6966385.68261644,57,58,1
883700.377325537,6954462.34816447,885595.391921389,6947978.5756538,57,58,1
889948.416658984,6954366.45561095,889966.342338186,6953989.39522613,47,59,12
883700.377325537,6954462.34816447,907630.689499505,6955689.78072453,57,65,8
883700.377325537,6954462.34816447,904200.913313033,6963030.00150512,57,65,8
898133.418748135,6953177.62403615,896242.108657957,6956805.17256629,53,65,12
883874.560066274,6952130.85702147,892913.844877727,6966351.65342644,58,65,7
883705.262671936,6951752.40553015,908157.609319661,6952077.96192322,65,72,7
884274.839810092,6949184.33340154,883605.202853773,6951611.82190462,54,72,18
884274.839810092,6949184.33340154,894786.933663381,6966498.00171985,54,72,18
884274.839810092,6949184.33340154,907111.098198479,6958812.26910887,54,72,18
883914.842647687,6955185.2149498,884033.510648137,6953178.33350905,56,75,19
883860.918388858,6952172.72737046,891554.582600532,6965977.95281705,58,76,18
882861.950103527,6951983.6194956,891870.077095964,6966893.85375197,72,81,9
891528.656105892,6951219.18636398,897506.04297409,6956979.45828697,57,83,26
897905.890905903,6954460.30455211,893597.907365085,6955563.61221229,65,85,20
883700.377325537,6954462.34816447,906931.147828802,6950705.01675732,57,89,32
884274.839810092,6949184.33340154,906045.664921836,6945388.68706027,54,90,36
891528.656105892,6951219.18636398,897283.538984876,6958976.95231446,57,90,33
884274.839810092,6949184.33340154,908541.553131013,6955531.37802921,54,93,39
883490.814673993,6953540.34868517,897758.490554754,6967370.11821485,89,94,5
883490.814673993,6953540.34868517,889315.572544266,6965594.5785832,89,94,5
883315.448166872,6954722.75332468,904126.445516634,6964276.17326312,65,94,29
883490.814673993,6953540.34868517,884263.337229208,6949382.11919832,89,94,5
883490.814673993,6953540.34868517,901787.582805968,6943963.7015479,89,94,5
883705.262671936,6951752.40553015,895117.361952951,6967253.67116548,65,97,32
882848.235163773,6952005.44813386,895972.320132057,6970795.57809693,81,100,19
882848.235163773,6952005.44813386,893187.255587608,6970643.4092753,81,100,19
883248.941622772,6951011.00318662,881986.688213723,6952469.31703439,97,101,4
897905.890905903,6954460.30455211,894686.95418819,6957161.89167975,65,104,39
889044.72602536,6947562.24121036,905180.165964418,6959724.74710142,38,105,67
879517.268994917,6951358.52754518,895697.116971638,6969530.53321702,100,106,6
883850.911440394,6946848.15706326,893079.544726582,6940765.98124547,90,107,17
883850.911440394,6946848.15706326,899490.364812883,6967782.20666795,90,107,17
883850.911440394,6946848.15706326,895706.5201175,6940603.64887117,90,107,17
879714.629342236,6950510.7750313,902522.580512479,6969588.65920244,100,109,9
880798.053365316,6951466.005311,888103.010033735,6967559.41350955,106,111,5
880798.053365316,6951466.005311,892810.804450575,6939437.85231152,106,112,6
879517.268994917,6951358.52754518,911236.321585719,6949316.98006603,100,112,12
887431.038514241,6947052.53642577,890932.374707144,6944623.04178344,105,112,7
887431.038514241,6947052.53642577,887543.646528627,6947053.6271514,105,112,7
887431.038514241,6947052.53642577,906101.598062484,6957005.53880417,105,112,7
879175.868677766,6951660.65607501,887252.123463812,6939199.11958926,112,113,1
879517.268994917,6951358.52754518,906332.085431761,6966916.56346039,100,119,19
878205.340033556,6952637.87098494,912896.522484789,6955407.61938446,113,120,7
898349.784053033,6955728.24992217,890601.646889529,6952420.84849923,58,121,63
879439.114543653,6950213.06996628,879089.271198245,6949946.18019356,109,121,12
879484.31609891,6948711.44576244,885358.256347262,6969496.54379571,121,122,1
879439.114543653,6950213.06996628,906453.148496284,6967797.64766183,109,125,16
897653.086115377,6954804.74878802,894680.690712079,6952599.3077948,85,126,41
882440.611234535,6950484.84414124,881058.107032585,6955037.30849233,101,126,25
878183.811886466,6952632.74473063,890656.02627743,6971444.86400299,120,126,6
878183.811886466,6952632.74473063,892316.160392748,6973474.45457111,120,126,6
879484.31609891,6948711.44576244,906418.315440344,6968011.47168854,121,128,7
879484.31609891,6948711.44576244,878425.428051671,6951311.61058225,121,128,7
879484.31609891,6948711.44576244,879976.524979042,6946687.2544208,121,128,7
878839.328743093,6950184.99681777,907341.45709273,6941829.83339157,125,128,3
878839.328743093,6950184.99681777,899364.371677592,6937730.57706895,125,128,3
879484.31609891,6948711.44576244,878498.268526177,6952878.30918993,121,128,7
879484.31609891,6948711.44576244,878925.855417176,6950348.12796658,121,128,7
879484.31609891,6948711.44576244,912265.111347639,6957239.79172981,121,128,7
887431.038514241,6947052.53642577,884463.832007741,6948764.56927888,105,130,25
900779.701236827,6955237.27781931,901982.853440388,6953466.960277,121,130,9
884150.546270237,6948014.16195583,899224.416904027,6942224.86346664,93,135,42
898133.418748135,6953177.62403615,898457.916173763,6954602.34962919,53,138,85
883500.173218725,6947380.19370692,893879.559097595,6939844.92614061,107,139,32
881858.890998024,6949745.46352832,906907.66315013,6962662.29525409,126,142,16
889249.913594379,6947572.38071305,896866.159395423,6964741.97418564,5,142,137
900779.701236827,6955237.27781931,898552.93499765,6950615.92746766,121,142,21
884150.546270237,6948014.16195583,885563.189930664,6963838.90382608,93,146,53
890050.750275275,6954917.70352549,898012.126444002,6950548.31042301,55,147,92
876514.189653424,6951504.29608555,913100.767342539,6961040.17690417,126,148,22
876514.189653424,6951504.29608555,881929.438059199,6967419.38737617,126,148,22
876514.189653424,6951504.29608555,877050.12585218,6957494.79075723,126,148,22
876514.189653424,6951504.29608555,888499.469101449,6937182.87722265,126,148,22
876514.189653424,6951504.29608555,898497.472954458,6936040.59178478,126,148,22
877967.210602035,6952894.75544962,887814.108019873,6938145.92855953,126,148,22
883850.911440394,6946848.15706326,905702.127341635,6964179.27435087,90,148,58
877967.210602035,6952894.75544962,876820.6306934,6950633.9422989,126,148,22
900779.701236827,6955237.27781931,898616.58571191,6950168.2691515,121,148,27
876423.321368514,6954249.21951371,885975.318255645,6936462.35015268,148,149,1
900779.701236827,6955237.27781931,893001.582018305,6949503.52893521,121,149,28
876514.189653424,6951504.29608555,883889.9783545,6938111.88049443,126,150,24
876514.189653424,6951504.29608555,889946.493099058,6974064.3525312,126,150,24
876514.189653424,6951504.29608555,885941.702193419,6972471.04317627,126,150,24
902067.154077558,6954548.48224571,890081.085209601,6951354.76573966,130,151,21
876423.321368514,6954249.21951371,906360.661471209,6939724.53844684,148,152,4
898349.784053033,6955728.24992217,898047.617830106,6957179.55351154,58,153,95
901767.162617563,6954209.02257003,900987.96972493,6957188.26982422,151,153,2
877150.808313604,6954351.94294951,889240.859838292,6938536.6274831,152,153,1
901767.162617563,6954209.02257003,897852.664272213,6949089.38461896,151,154,3
882658.761615596,6947238.53111762,890435.559148893,6939418.82038345,139,154,15
879011.755081525,6959275.85332739,896400.479581676,6937167.89794296,153,154,1
875108.165197854,6953607.4420607,881496.043452654,6939977.16106146,149,155,6
878263.8862313,6949023.34297112,897944.992766758,6974130.90668579,122,157,35
878263.8862313,6949023.34297112,877981.922418791,6962802.94285607,122,157,35
875108.165197854,6953607.4420607,908463.096569469,6970562.76698529,149,157,8
877967.210602035,6952894.75544962,892283.170193128,6970755.16435543,126,160,34
877150.808313604,6954351.94294951,877337.004795426,6951337.57993963,152,164,12
882475.137585473,6954472.3262629,895962.358115317,6969029.92341328,94,165,71
882501.996605209,6953350.84143935,892537.42260172,6968525.70445896,94,167,73
881043.43181791,6955877.16430674,883361.792913073,6963960.95235294,165,167,2
893010.575693746,6952544.06662516,897067.522401583,6956791.86154739,83,170,87
882658.761615596,6947238.53111762,894070.267980245,6938989.6945549,139,172,33
882658.761615596,6947238.53111762,881663.689143315,6947309.28034774,139,172,33
881209.975757971,6947490.06687444,879188.87316451,6949178.39801361,154,175,21
898913.272487982,6955906.90302638,892270.214203635,6951910.60905612,153,176,23
880268.398688394,6956645.37684496,907912.300576746,6967242.7868021,167,177,10
883775.406811476,6946772.35540031,890746.35994019,6968725.06569256,148,179,31
897608.939667143,6952517.81654884,894626.015788078,6956723.34840149,12,179,167
879011.755081525,6959275.85332739,908172.466391079,6966309.944383,153,181,28
887170.741482214,6948986.87177835,884771.015646668,6956371.59431336,27,181,154
877733.17307797,6946777.32754472,906251.868115539,6939641.27484958,157,182,25
889574.227139966,6946071.81790195,882875.550583653,6953823.74904575,142,183,41
901253.863401368,6953144.14355927,895536.709913098,6945422.73471734,154,183,29
880208.17079801,6962628.82324407,901059.126703711,6973214.53878305,181,184,3
888346.888683717,6944090.59671272,890242.445194584,6967360.92331618,183,184,1
888346.888683717,6944090.59671272,907134.708923241,6948642.79245445,183,184,1
879011.755081525,6959275.85332739,880704.829610624,6950530.98972676,153,186,33
879011.755081525,6959275.85332739,883390.627022765,6964021.51554131,153,186,33
881144.721511699,6960075.96476531,910697.028687695,6958710.44653701,186,187,1
877591.02216054,6946152.11552024,915756.782624793,6954932.54359069,157,187,30
881043.43181791,6955877.16430674,881939.106533008,6954451.43096956,165,187,22
889001.039925227,6943219.850512,907558.485461834,6960386.39356431,184,188,4
889001.039925227,6943219.850512,898461.654857559,6941413.45692061,184,188,4
881144.721511699,6960075.96476531,891792.952892436,6969551.03651897,186,190,4
877887.245891807,6956922.40293918,879298.643137551,6949157.34113369,177,191,14
878562.183514617,6956592.77535138,879579.807689575,6949210.67063318,191,192,1
897608.939667143,6952517.81654884,894224.038968398,6948287.63760859,12,193,181
880951.922162463,6960587.83822781,879328.396013848,6954986.8761353,187,194,7
889574.227139966,6946071.81790195,889980.612719135,6947515.67615753,142,196,54
880208.17079801,6962628.82324407,886050.190335341,6968541.67625294,181,196,15
880208.17079801,6962628.82324407,885869.771370936,6968393.75110409,181,196,15
888703.744896567,6942415.20481168,908255.749480218,6960930.73628005,184,196,12
888645.355821437,6942963.82484724,882661.289665172,6950803.11012826,188,196,8
881218.204041485,6963573.6529946,912035.664615378,6958833.33311375,196,197,1
880208.17079801,6962628.82324407,907315.555445021,6941951.51697329,181,197,16
880208.17079801,6962628.82324407,911915.397228971,6960029.9991895,181,199,18
893874.141296829,6952282.73748852,895047.810040016,6956447.44184876,170,199,29
881147.261454204,6963791.65413173,908387.688824939,6939735.54913453,197,202,5
883914.842647687,6955185.2149498,907075.488617989,6952865.33855298,56,203,147
892259.978017385,6946211.06066433,897872.323475245,6945973.88575205,196,203,7
879011.755081525,6959275.85332739,878979.781848718,6951143.08233198,153,203,50
898789.431533185,6957047.55238547,891713.374718164,6953347.42430222,176,204,28
902950.222192175,6949301.33288866,898768.235207484,6945448.90537644,183,204,21
902950.222192175,6949301.33288866,892691.47394691,6963867.54625027,183,204,21
877150.808313604,6954351.94294951,888118.984626232,6937439.94090169,152,205,53
902018.62421589,6947416.31504799,901371.681685957,6960548.86592185,204,205,1
878934.704900508,6965010.2575768,884037.25680066,6937149.1062204,202,206,4
880168.823445045,6962565.44306902,893134.668044541,6972970.02200729,199,206,7
878573.012550693,6962236.22857433,911330.91486466,6942827.13610333,206,209,3
878573.012550693,6962236.22857433,881079.454801032,6941134.56477673,206,209,3
901676.049404812,6946953.24317084,893738.25170591,6946201.27137481,204,209,5
878573.012550693,6962236.22857433,879991.17030443,6965554.31809368,206,211,5
877448.995630828,6962338.04617039,915183.679086588,6954302.99506227,209,211,2
876913.38387523,6955295.42737227,914221.421071709,6957528.8443205,205,211,6
877427.989351113,6962317.34834271,877504.199619496,6962478.93574706,211,212,1
883283.447624471,6945842.47706322,892445.569551696,6969226.70487688,179,213,34
877427.989351113,6962317.34834271,904179.58935609,6974119.23245804,211,215,4
899438.710649037,6946983.98294525,892534.823865245,6962516.97281543,209,216,7
899438.710649037,6946983.98294525,891020.755301546,6961746.92231739,209,216,7
899438.710649037,6946983.98294525,898341.369930301,6962538.7882714,209,216,7
899438.710649037,6946983.98294525,898146.660504503,6946391.84751017,209,216,7
899438.710649037,6946983.98294525,903818.104362645,6956318.90227379,209,216,7
888346.888683717,6944090.59671272,883775.002118417,6958071.11771195,183,217,34
880718.434146678,6959129.31482193,891415.553858986,6968687.62308694,190,217,27
901676.049404812,6946953.24317084,886254.902409135,6954033.0010061,204,218,14
881503.736015009,6959164.30380668,894182.988418673,6969263.96192395,217,218,1
876604.618394951,6956095.31219872,908302.800704723,6940557.61469671,211,219,8
883948.321797661,6956319.80492604,884117.871000179,6954032.06295759,203,222,19
878934.704900508,6965010.2575768,875935.737756591,6952079.72222907,202,222,20
876643.886083533,6956296.94650712,896652.506527855,6973045.8999623,219,223,4
879398.350774822,6959519.62021004,904152.894004178,6939194.0066993,203,223,20
877081.280861741,6961444.7047113,875627.297179712,6960711.71062763,212,227,15
877081.280861741,6961444.7047113,877894.644646973,6963215.37463259,212,227,15
884326.390307635,6956738.43965166,894599.965922341,6943359.05432099,222,230,8
901676.049404812,6946953.24317084,887580.773472728,6948969.80965086,204,231,27
896645.15323542,6948262.06898622,892677.964139036,6960302.05980495,193,231,38
884326.390307635,6956738.43965166,892639.757681299,6965512.53067483,222,233,11
884326.390307635,6956738.43965166,901531.833779281,6964244.26110898,222,233,11
