x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,902371.158507747,6949057.6286571,0,5,5
895500.509851248,6954516.28142892,888265.545197014,6948605.02122739,0,5,5
888490.782146195,6949237.41596887,889645.237951766,6951443.74139996,5,12,7
888490.782146195,6949237.41596887,893864.586953038,6948008.26535196,5,12,7
895500.509851248,6954516.28142892,898399.538627657,6954329.27790215,0,12,12
895500.509851248,6954516.28142892,898546.243957319,6955714.89663176,0,12,12
889571.096209236,6951589.37775638,890782.539427956,6948732.49061183,12,13,1
888357.578787528,6952350.6367328,888821.192125891,6948447.59762423,13,17,4
888490.782146195,6949237.41596887,888960.073662453,6947276.60871957,5,17,12
895500.509851248,6954516.28142892,895050.178743377,6954326.03408059,0,19,19
895500.509851248,6954516.28142892,895552.574836141,6954297.07349831,0,19,19
895500.509851248,6954516.28142892,895529.418834339,6954871.40337489,0,19,19
895500.509851248,6954516.28142892,895042.198421166,6954326.87458464,0,19,19
886886.605599189,6951825.02485737,900181.502444726,6962843.62871156,17,22,5
888490.782146195,6949237.41596887,885562.433839249,6955609.01073909,5,27,22
888490.782146195,6949237.41596887,893949.901985827,6946072.305979,5,28,23
889249.913594379,6947572.38071305,887475.976072584,6949452.4214582,5,38,33
888490.782146195,6949237.41596887,886986.561371277,6953763.10069244,5,38,33
889647.94765557,6951233.28999845,888492.893130078,6952856.27309266,12,44,32
888357.578787528,6952350.6367328,890427.910737018,6952254.21935691,13,47,34
889948.416658984,6954366.45561095,901196.273211883,6954788.65547401,47,50,3
898031.735278148,6952441.17360339,897175.632961377,6952083.55139038,12,53,41
886619.166488132,6950477.48129216,900373.169982605,6965948.80174965,17,54,37
889801.308540137,6954703.39715839,891061.061118735,6951330.01180961,50,55,5
886427.161285274,6951527.84534524,883938.427888433,6955512.9846406,22,56,34
889647.94765557,6951233.28999845,891807.529567656,6958122.99110212,12,57,45
883914.842647687,6955185.2149498,906613.077429269,6958485.77487838,56,57,1
883914.842647687,6955185.2149498,888688.011323239,6945277.08172692,56,57,1
