x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,904013.486617831,6952387.44850548,0,5,5
895500.509851248,6954516.28142892,890279.332037898,6962263.99160417,0,5,5
888490.782146195,6949237.41596887,897180.001869303,6960911.90632471,5,12,7
888490.782146195,6949237.41596887,888790.042756761,6954528.46176647,5,12,7
895500.509851248,6954516.28142892,898346.402452793,6953932.9860784,0,12,12
895500.509851248,6954516.28142892,896553.251662331,6951417.10261372,0,12,12
889571.096209236,6951589.37775638,893268.925538691,6961638.88717309,12,13,1
888357.578787528,6952350.6367328,899559.412601844,6962576.52440657,13,17,4
888490.782146195,6949237.41596887,888089.820254351,6948170.27117233,5,17,12
895500.509851248,6954516.28142892,895456.615792968,6955003.17512565,0,19,19
895500.509851248,6954516.28142892,895715.80826614,6954582.68528452,0,19,19
895500.509851248,6954516.28142892,895264.570437464,6954249.29843539,0,19,19
895500.509851248,6954516.28142892,895011.995336821,6954430.97088562,0,19,19
886886.605599189,6951825.02485737,890432.573234771,6946418.60133662,17,22,5
888490.782146195,6949237.41596887,900012.318807412,6945594.23053752,5,27,22
888490.782146195,6949237.41596887,891126.830318568,6961903.84080239,5,28,23
889249.913594379,6947572.38071305,902326.733253357,6947925.49283935,5,38,33
888490.782146195,6949237.41596887,897922.843119592,6946319.51978309,5,38,33
889647.94765557,6951233.28999845,894293.324797454,6961615.93100007,12,44,32
888357.578787528,6952350.6367328,889946.476556979,6954546.29405075,13,47,34
889948.416658984,6954366.45561095,892940.326012016,6949421.05164116,47,50,3
898031.735278148,6952441.17360339,896524.928742695,6957286.62054343,12,53,41
886619.166488132,6950477.48129216,894187.343383734,6966874.31248035,17,54,37
889801.308540137,6954703.39715839,892306.314753076,6950082.5316829,50,55,5
886427.161285274,6951527.84534524,884745.979930314,6958876.92848948,22,56,34
889647.94765557,6951233.28999845,893516.468385988,6949750.7764708,12,57,45
883914.842647687,6955185.2149498,884117.510063502,6957626.48274934,56,57,1
883914.842647687,6955185.2149498,895337.809980989,6965994.36820677,56,57,1
898133.418748135,6953177.62403615,894828.207773618,6951493.82530484,53,58,5
883700.377325537,6954462.34816447,883751.890296101,6952800.97574634,57,58,1
883700.377325537,6954462.34816447,894667.588884451,6942677.396318,57,58,1
889948.416658984,6954366.45561095,891329.966245726,6950840.52502136,47,59,12
883700.377325537,6954462.34816447,894775.969755531,6966681.53525058,57,65,8
883700.377325537,6954462.34816447,895090.138114176,6966682.30152471,57,65,8
898133.418748135,6953177.62403615,897869.092838447,6954939.13608667,53,65,12
883874.560066274,6952130.85702147,904268.609282668,6946156.41908761,58,65,7
883705.262671936,6951752.40553015,885120.282506589,6946874.39362299,65,72,7
884274.839810092,6949184.33340154,906258.887728342,6960363.63289314,54,72,18
884274.839810092,6949184.33340154,884566.354597559,6959467.55005366,54,72,18
884274.839810092,6949184.33340154,888442.529390258,6944345.43172364,54,72,18
883914.842647687,6955185.2149498,897762.411300821,6965837.32277647,56,75,19
883860.918388858,6952172.72737046,888724.123212018,6964567.19367573,58,76,18
882861.950103527,6951983.6194956,902793.291920633,6943876.74815479,72,81,9
891528.656105892,6951219.18636398,896957.654602215,6957338.71522187,57,83,26
897905.890905903,6954460.30455211,895495.34985043,6952344.46850775,65,85,20
883700.377325537,6954462.34816447,897382.969687108,6942614.95511891,57,89,32
884274.839810092,6949184.33340154,884384.144687286,6962938.85229314,54,90,36
891528.656105892,6951219.18636398,899333.516200778,6957411.94024254,57,90,33
884274.839810092,6949184.33340154,882420.772825224,6954656.6746719,54,93,39
883490.814673993,6953540.34868517,903598.111591716,6944281.61274696,89,94,5
883490.814673993,6953540.34868517,907551.852719684,6950548.00064284,89,94,5
883315.448166872,6954722.75332468,882475.216719152,6954579.47590339,65,94,29
883490.814673993,6953540.34868517,902097.913515893,6964961.75581898,89,94,5
