x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,892263.398612262,6946360.06822237,0,5,5
895500.509851248,6954516.28142892,887100.821688619,6950425.68862483,0,5,5
888490.782146195,6949237.41596887,896362.571454683,6961072.31384482,5,12,7
888490.782146195,6949237.41596887,893806.964318944,6948023.02180706,5,12,7
895500.509851248,6954516.28142892,893981.909251778,6952039.75353997,0,12,12
895500.509851248,6954516.28142892,898757.990386281,6954835.64832333,0,12,12
889571.096209236,6951589.37775638,900009.976205154,6960464.07045795,12,13,1
888357.578787528,6952350.6367328,886490.825375308,6955033.7696332,13,17,4
888490.782146195,6949237.41596887,891667.169454672,6963488.21922865,5,17,12
895500.509851248,6954516.28142892,895153.720000628,6954860.852118,0,19,19
895500.509851248,6954516.28142892,895715.80826614,6954582.68528452,0,19,19
895500.509851248,6954516.28142892,895851.098768383,6954452.76184933,0,19,19
895500.509851248,6954516.28142892,895061.400574246,6954285.83108187,0,19,19
886886.605599189,6951825.02485737,897618.243835217,6963831.40929702,17,22,5
888490.782146195,6949237.41596887,900996.282933073,6962868.28061466,5,27,22
888490.782146195,6949237.41596887,886957.542074624,6955366.46242064,5,28,23
889249.913594379,6947572.38071305,892769.872172077,6963603.60435886,5,38,33
888490.782146195,6949237.41596887,893933.036761197,6946114.04196236,5,38,33
889647.94765557,6951233.28999845,890095.595655873,6949757.16151786,12,44,32
888357.578787528,6952350.6367328,892885.931096725,6949616.06056372,13,47,34
889948.416658984,6954366.45561095,890304.887398078,6952166.51224772,47,50,3
898031.735278148,6952441.17360339,896923.549446464,6951928.00571235,12,53,41
886619.166488132,6950477.48129216,906567.190322837,6960170.83012703,17,54,37
889801.308540137,6954703.39715839,890143.658267943,6953436.85553986,50,55,5
886427.161285274,6951527.84534524,888957.727668561,6944931.54575615,22,56,34
889647.94765557,6951233.28999845,892734.489779701,6950157.88826107,12,57,45
883914.842647687,6955185.2149498,888406.300128105,6945086.63536847,56,57,1
883914.842647687,6955185.2149498,884086.900235021,6953290.53151315,56,57,1
898133.418748135,6953177.62403615,897652.502191518,6956742.52491808,53,58,5
883700.377325537,6954462.34816447,883922.095931422,6951887.08646896,57,58,1
883700.377325537,6954462.34816447,885081.913180017,6948832.46216643,57,58,1
889948.416658984,6954366.45561095,893022.098371512,6959492.43412658,47,59,12
883700.377325537,6954462.34816447,896697.576853047,6966644.15797385,57,65,8
883700.377325537,6954462.34816447,890851.123404175,6943266.23006906,57,65,8
898133.418748135,6953177.62403615,896698.406559257,6952429.64899704,53,65,12
883874.560066274,6952130.85702147,902140.382648563,6964649.34390975,58,65,7
883705.262671936,6951752.40553015,895104.677556151,6941632.53640818,65,72,7
884274.839810092,6949184.33340154,884557.399269993,6949022.41716968,54,72,18
884274.839810092,6949184.33340154,906882.129269092,6958328.04631325,54,72,18
884274.839810092,6949184.33340154,886187.121333671,6962672.38749958,54,72,18
883914.842647687,6955185.2149498,884160.363605617,6952352.19767635,56,75,19
883860.918388858,6952172.72737046,907053.717570973,6958185.5653185,58,76,18
882861.950103527,6951983.6194956,883838.230429376,6949004.87713518,72,81,9
891528.656105892,6951219.18636398,895350.057722743,6951343.46446321,57,83,26
897905.890905903,6954460.30455211,894993.623778675,6952404.44230162,65,85,20
883700.377325537,6954462.34816447,897697.227809824,6966363.62936765,57,89,32
884274.839810092,6949184.33340154,892478.753321787,6968131.79691303,54,90,36
891528.656105892,6951219.18636398,891467.403261276,6951906.52495094,57,90,33
884274.839810092,6949184.33340154,908275.948371267,6951707.82962164,54,93,39
883490.814673993,6953540.34868517,886346.611429666,6945214.36008631,89,94,5
883490.814673993,6953540.34868517,882862.458031577,6953392.99894751,89,94,5
883315.448166872,6954722.75332468,907726.601876344,6959009.04544593,65,94,29
883490.814673993,6953540.34868517,883381.835608627,6952113.9065729,89,94,5
883490.814673993,6953540.34868517,892445.86428248,6942618.66112348,89,94,5
883705.262671936,6951752.40553015,900536.405332357,6966222.1626993,65,97,32
882848.235163773,6952005.44813386,890644.288378846,6938971.01790728,81,100,19
882848.235163773,6952005.44813386,895702.752810158,6970807.21435639,81,100,19
883248.941622772,6951011.00318662,881944.999792262,6952766.54272727,97,101,4
897905.890905903,6954460.30455211,892781.241109703,6953999.84757308,65,104,39
889044.72602536,6947562.24121036,891363.352561311,6964699.9834419,38,105,67
879517.268994917,6951358.52754518,884379.469031821,6964605.32807412,100,106,6
883850.911440394,6946848.15706326,886096.720972666,6944196.36951084,90,107,17
883850.911440394,6946848.15706326,881970.489235188,6951542.68811588,90,107,17
883850.911440394,6946848.15706326,884859.405145429,6963481.25078506,90,107,17
879714.629342236,6950510.7750313,880257.970746265,6947871.65579973,100,109,9
880798.053365316,6951466.005311,905125.813615599,6943018.46313731,106,111,5
880798.053365316,6951466.005311,885664.701893763,6966257.25334841,106,112,6
879517.268994917,6951358.52754518,905881.590948409,6941598.01293585,100,112,12
887431.038514241,6947052.53642577,903715.054981079,6961676.2603177,105,112,7
887431.038514241,6947052.53642577,885090.450565365,6951255.36921528,105,112,7
887431.038514241,6947052.53642577,906148.034911943,6956798.75456667,105,112,7
879175.868677766,6951660.65607501,885655.520899397,6940173.07685823,112,113,1
