x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,886749.776448768,6955170.01529145,0,5,5
895500.509851248,6954516.28142892,890723.831988871,6962545.66866067,0,5,5
888490.782146195,6949237.41596887,894803.131324925,6947940.6921445,5,12,7
888490.782146195,6949237.41596887,890044.186899498,6958422.5657034,5,12,7
895500.509851248,6954516.28142892,897496.096338774,6956627.43578999,0,12,12
895500.509851248,6954516.28142892,897697.288457836,6956942.66524089,0,12,12
889571.096209236,6951589.37775638,898931.130409237,6947887.38078719,12,13,1
888357.578787528,6952350.6367328,887238.10874051,6958146.01093438,13,17,4
888490.782146195,6949237.41596887,888870.748222157,6961674.24393369,5,17,12
895500.509851248,6954516.28142892,895050.178743377,6954326.03408059,0,19,19
895500.509851248,6954516.28142892,895724.274009101,6954542.59646557,0,19,19
895500.509851248,6954516.28142892,895343.161438704,6954196.61159475,0,19,19
895500.509851248,6954516.28142892,895042.198421166,6954326.87458464,0,19,19
886886.605599189,6951825.02485737,890539.221385341,6946352.82498058,17,22,5
888490.782146195,6949237.41596887,897110.456676079,6964383.77773684,5,27,22
888490.782146195,6949237.41596887,892594.982712889,6946437.72845209,5,28,23
889249.913594379,6947572.38071305,897568.504813927,6945255.65418222,5,38,33
888490.782146195,6949237.41596887,888175.161671895,6950112.43379388,5,38,33
889647.94765557,6951233.28999845,888610.829934316,6952419.94404446,12,44,32
888357.578787528,6952350.6367328,890704.742287891,6957317.85242919,13,47,34
889948.416658984,6954366.45561095,889868.247630484,6953625.47833208,47,50,3
898031.735278148,6952441.17360339,898159.681143325,6955801.98003821,12,53,41
886619.166488132,6950477.48129216,883602.14930559,6950928.19642921,17,54,37
889801.308540137,6954703.39715839,892062.921483181,6950268.45782768,50,55,5
886427.161285274,6951527.84534524,906443.18308394,6958380.61308259,22,56,34
889647.94765557,6951233.28999845,892105.761166628,6950627.56192116,12,57,45
883914.842647687,6955185.2149498,895495.281477169,6966316.53604844,56,57,1
883914.842647687,6955185.2149498,906197.593841341,6950351.50755312,56,57,1
898133.418748135,6953177.62403615,893527.436215046,6956902.53613697,53,58,5
883700.377325537,6954462.34816447,906314.587385042,6959418.12415685,57,58,1
883700.377325537,6954462.34816447,883688.913998862,6955673.50285384,57,58,1
889948.416658984,6954366.45561095,889948.64303185,6954801.57768368,47,59,12
883700.377325537,6954462.34816447,883316.810481261,6954791.65128487,57,65,8
883700.377325537,6954462.34816447,885363.057291134,6947777.40129012,57,65,8
898133.418748135,6953177.62403615,894878.221127563,6952192.11530465,53,65,12
883874.560066274,6952130.85702147,885298.125425043,6947983.42462467,58,65,7
883705.262671936,6951752.40553015,908179.650197599,6956837.26592752,65,72,7
884274.839810092,6949184.33340154,885951.20094688,6946851.75840779,54,72,18
884274.839810092,6949184.33340154,893464.677990227,6942687.24086175,54,72,18
884274.839810092,6949184.33340154,887684.014434669,6944916.09021636,54,72,18
883914.842647687,6955185.2149498,906418.68625034,6950764.53523831,56,75,19
883860.918388858,6952172.72737046,907216.930550715,6951407.30428675,58,76,18
882861.950103527,6951983.6194956,897127.710536415,6967312.24003049,72,81,9
891528.656105892,6951219.18636398,896869.813003826,6957382.36101909,57,83,26
897905.890905903,6954460.30455211,895318.90764394,6956680.49459505,65,85,20
883700.377325537,6954462.34816447,907531.869825762,6955173.24423956,57,89,32
884274.839810092,6949184.33340154,894001.493088954,6968382.29106283,54,90,36
891528.656105892,6951219.18636398,893043.510091604,6950388.33644121,57,90,33
884274.839810092,6949184.33340154,884836.40645326,6946941.57815753,54,93,39
883490.814673993,6953540.34868517,900495.333491666,6942459.27791321,89,94,5
883490.814673993,6953540.34868517,897539.471332043,6967039.25046224,89,94,5
883315.448166872,6954722.75332468,905391.953052367,6962991.0443234,65,94,29
883490.814673993,6953540.34868517,892782.172212184,6942464.54666468,89,94,5
883490.814673993,6953540.34868517,883253.105734548,6953575.36650956,89,94,5
883705.262671936,6951752.40553015,897368.987938137,6941910.85841929,65,97,32
882848.235163773,6952005.44813386,907866.434992601,6943918.07401707,81,100,19
882848.235163773,6952005.44813386,904290.096272087,6968234.10080418,81,100,19
883248.941622772,6951011.00318662,891389.246493355,6967551.27096038,97,101,4
897905.890905903,6954460.30455211,896348.31369983,6951881.44650989,65,104,39
889044.72602536,6947562.24121036,891407.936902797,6964717.98245338,38,105,67
879517.268994917,6951358.52754518,896496.411413184,6969498.7575659,100,106,6
883850.911440394,6946848.15706326,884112.356452879,6962593.52040305,90,107,17
883850.911440394,6946848.15706326,894230.205256997,6968310.84707269,90,107,17
883850.911440394,6946848.15706326,901111.731928548,6941783.72584428,90,107,17
879714.629342236,6950510.7750313,892816.516380952,6938106.46037047,100,109,9
880798.053365316,6951466.005311,881342.972588716,6949575.58950543,106,111,5
880798.053365316,6951466.005311,900339.016436178,6969048.39737321,106,112,6
879517.268994917,6951358.52754518,879101.338997299,6952125.52821961,100,112,12
887431.038514241,6947052.53642577,889681.298754658,6963729.36080506,105,112,7
887431.038514241,6947052.53642577,904441.016786517,6960766.89888171,105,112,7
887431.038514241,6947052.53642577,906147.345640702,6952230.59527044,105,112,7
879175.868677766,6951660.65607501,912198.942408014,6959396.20714209,112,113,1
879517.268994917,6951358.52754518,887611.147764582,6940064.70747029,100,119,19
878205.340033556,6952637.87098494,888611.302216465,6938517.70158375,113,120,7
898349.784053033,6955728.24992217,891566.630353296,6950922.6357068,58,121,63
879439.114543653,6950213.06996628,907311.140804816,6942239.32839057,109,121,12
879484.31609891,6948711.44576244,879383.32310837,6962732.71972128,121,122,1
879439.114543653,6950213.06996628,908307.331008503,6966020.20746083,109,125,16
