x1,y1,x2,y2,d1,d2,dt
895500.509851248,6954516.28142892,896303.165085446,6963254.61351344,0,5,5
895500.509851248,6954516.28142892,895371.553410533,6963858.18064453,0,5,5
888490.782146195,6949237.41596887,898144.252641351,6948455.31324667,5,12,7
888490.782146195,6949237.41596887,889791.413404961,6950989.7059294,5,12,7
895500.509851248,6954516.28142892,897978.007661099,6956033.29915052,0,12,12
895500.509851248,6954516.28142892,894093.133190004,6957471.35597667,0,12,12
889571.096209236,6951589.37775638,888367.673002752,6952317.61828427,12,13,1
888357.578787528,6952350.6367328,898071.171129143,6945865.62197476,13,17,4
888490.782146195,6949237.41596887,889299.143042245,6962048.42695184,5,17,12
895500.509851248,6954516.28142892,895169.329765304,6954875.88108261,0,19,19
895500.509851248,6954516.28142892,895438.928119412,6954733.00837648,0,19,19
895500.509851248,6954516.28142892,895620.231847057,6954180.70137956,0,19,19
895500.509851248,6954516.28142892,895945.246009205,6954735.67620873,0,19,19
886886.605599189,6951825.02485737,902057.149378546,6961463.71854882,17,22,5
888490.782146195,6949237.41596887,886345.607721897,6958534.63671032,5,27,22
888490.782146195,6949237.41596887,893247.80660023,6946231.93267878,5,28,23
889249.913594379,6947572.38071305,887390.933566128,6949589.76210553,5,38,33
888490.782146195,6949237.41596887,893203.136010297,6962748.94037827,5,38,33
889647.94765557,6951233.28999845,895788.227677676,6947320.48138726,12,44,32
888357.578787528,6952350.6367328,890461.661040583,6952180.00463569,13,47,34
889948.416658984,6954366.45561095,889820.961961361,6954007.71122997,47,50,3
898031.735278148,6952441.17360339,896022.833754364,6957423.40898284,12,53,41
886619.166488132,6950477.48129216,895406.771053554,6966943.53175542,17,54,37
889801.308540137,6954703.39715839,892049.234233361,6950279.5709426,50,55,5
886427.161285274,6951527.84534524,884100.245147766,6952346.23043929,22,56,34
889647.94765557,6951233.28999845,890463.877101524,6953385.44608009,12,57,45
883914.842647687,6955185.2149498,883708.383556431,6954078.33866048,56,57,1
883914.842647687,6955185.2149498,906917.26484232,6955712.3804221,56,57,1
898133.418748135,6953177.62403615,898259.363846189,6955921.96835715,53,58,5
883700.377325537,6954462.34816447,902446.69176899,6944887.00877716,57,58,1
883700.377325537,6954462.34816447,905069.804733542,6961536.36358386,57,58,1
889948.416658984,6954366.45561095,899648.379339089,6950814.95763261,47,59,12
883700.377325537,6954462.34816447,904246.788801628,6963002.7979945,57,65,8
883700.377325537,6954462.34816447,896666.820462249,6942399.34413056,57,65,8
898133.418748135,6953177.62403615,897895.174047117,6954282.66889104,53,65,12
883874.560066274,6952130.85702147,907613.481607059,6954309.44514633,58,65,7
883705.262671936,6951752.40553015,894385.23343614,6941674.79679968,65,72,7
884274.839810092,6949184.33340154,907112.06956847,6950629.65118848,54,72,18
884274.839810092,6949184.33340154,885363.402496553,6948089.006222,54,72,18
884274.839810092,6949184.33340154,907362.352530763,6958060.00265972,54,72,18
883914.842647687,6955185.2149498,906667.576403091,6951587.32257172,56,75,19
883860.918388858,6952172.72737046,885865.372063017,6961871.84889032,58,76,18
882861.950103527,6951983.6194956,893214.49646982,6967211.10247621,72,81,9
891528.656105892,6951219.18636398,897494.550034442,6956988.77148728,57,83,26
897905.890905903,6954460.30455211,897107.831008364,6955976.86921746,65,85,20
883700.377325537,6954462.34816447,906523.163466841,6959383.14183801,57,89,32
884274.839810092,6949184.33340154,899104.337701541,6967989.42876898,54,90,36
891528.656105892,6951219.18636398,895452.970592757,6959319.87567275,57,90,33
884274.839810092,6949184.33340154,907511.669132316,6949336.38918511,54,93,39
883490.814673993,6953540.34868517,890338.698337948,6966502.74458024,89,94,5
883490.814673993,6953540.34868517,887412.935423275,6944740.12384009,89,94,5
883315.448166872,6954722.75332468,885803.624426438,6963212.98584937,65,94,29
883490.814673993,6953540.34868517,894790.75131615,6942182.18587353,89,94,5
883490.814673993,6953540.34868517,890313.508131302,6943381.68482013,89,94,5
883705.262671936,6951752.40553015,897807.360251585,6941983.67033452,65,97,32
882848.235163773,6952005.44813386,902910.047913917,6940013.28688834,81,100,19
882848.235163773,6952005.44813386,911710.359784727,6956152.17965187,81,100,19
883248.941622772,6951011.00318662,884088.239206742,6962037.81832106,97,101,4
897905.890905903,6954460.30455211,894183.098501319,6952082.03539549,65,104,39
889044.72602536,6947562.24121036,887625.553178883,6946847.58437276,38,105,67
879517.268994917,6951358.52754518,909875.221603906,6950176.45733752,100,106,6
883850.911440394,6946848.15706326,881557.366704567,6953794.7646508,90,107,17
883850.911440394,6946848.15706326,896488.968786524,6968333.90293176,90,107,17
883850.911440394,6946848.15706326,883320.65375777,6947789.10591026,90,107,17
879714.629342236,6950510.7750313,883194.672850834,6965698.96553598,100,109,9
880798.053365316,6951466.005311,885135.268008766,6965351.78139753,106,111,5
880798.053365316,6951466.005311,888080.053366876,6967915.17561293,106,112,6
879517.268994917,6951358.52754518,898536.796623243,6970808.28769712,100,112,12
887431.038514241,6947052.53642577,901703.071300143,6963475.761372,105,112,7
887431.038514241,6947052.53642577,903616.124274628,6961805.97863331,105,112,7
887431.038514241,6947052.53642577,900971.730227896,6963931.44054244,105,112,7
879175.868677766,6951660.65607501,912325.524067443,6958940.10572964,112,113,1
879517.268994917,6951358.52754518,882951.255535276,6965174.90423533,100,119,19
878205.340033556,6952637.87098494,883528.581441885,6967168.89653641,113,120,7
898349.784053033,6955728.24992217,893154.590766438,6949732.31224758,58,121,63
879439.114543653,6950213.06996628,912337.89338625,6957108.01735731,109,121,12
879484.31609891,6948711.44576244,913407.787499587,6957085.90668219,121,122,1
879439.114543653,6950213.06996628,882403.853931515,6943343.43103067,109,125,16
897653.086115377,6954804.74878802,893900.176843418,6953179.93357042,85,126,41
882440.611234535,6950484.84414124,887191.765043608,6942691.76333731,101,126,25
878183.811886466,6952632.74473063,908676.58979614,6942835.66302278,120,126,6
878183.811886466,6952632.74473063,895865.53832235,6973736.56146273,120,126,6
879484.31609891,6948711.44576244,890672.032266569,6971189.7466728,121,128,7
879484.31609891,6948711.44576244,912867.321627166,6954987.64374983,121,128,7
879484.31609891,6948711.44576244,912886.666040654,6954612.94147202,121,128,7
878839.328743093,6950184.99681777,904243.785361942,6939525.98027371,125,128,3
878839.328743093,6950184.99681777,896875.63405457,6937346.58916322,125,128,3
879484.31609891,6948711.44576244,878990.201743321,6950138.05241333,121,128,7
879484.31609891,6948711.44576244,879290.435190548,6949100.91880126,121,128,7
879484.31609891,6948711.44576244,907838.649714935,6966188.45673586,121,128,7
887431.038514241,6947052.53642577,896609.934203486,6942120.32934427,105,130,25
900779.701236827,6955237.27781931,902013.511056029,6955354.53472838,121,130,9
884150.546270237,6948014.16195583,890706.923198842,6966431.31253535,93,135,42
898133.418748135,6953177.62403615,897031.935295221,6957047.7624186,53,138,85
883500.173218725,6947380.19370692,910259.800825397,6954317.59252159,107,139,32
881858.890998024,6949745.46352832,900087.371422836,6941270.85246089,126,142,16
889249.913594379,6947572.38071305,891752.444542119,6964127.82643848,5,142,137
900779.701236827,6955237.27781931,892144.697301489,6958158.8879721,121,142,21
884150.546270237,6948014.16195583,899078.732793838,6967663.8263,93,146,53
890050.750275275,6954917.70352549,890816.629171049,6954854.32519291,55,147,92
876514.189653424,6951504.29608555,909112.686783035,6941591.92786252,126,148,22
876514.189653424,6951504.29608555,877277.309951419,6950205.93131764,126,148,22
876514.189653424,6951504.29608555,881377.766978855,6942275.51669414,126,148,22
876514.189653424,6951504.29608555,905337.883816957,6970412.43022091,126,148,22
876514.189653424,6951504.29608555,885532.943856662,6970358.64627171,126,148,22
877967.210602035,6952894.75544962,896693.985080577,6972561.91367217,126,148,22
883850.911440394,6946848.15706326,884410.553352632,6963145.26146648,90,148,58
877967.210602035,6952894.75544962,877982.553671516,6946957.73303936,126,148,22
900779.701236827,6955237.27781931,898197.614061307,6949896.67447442,121,148,27
876423.321368514,6954249.21951371,915781.567803964,6956829.80639715,148,149,1
900779.701236827,6955237.27781931,891485.557983032,6958421.72498547,121,149,28
876514.189653424,6951504.29608555,876127.118180866,6959862.35539421,126,150,24
876514.189653424,6951504.29608555,882917.950781708,6938558.41837759,126,150,24
876514.189653424,6951504.29608555,902558.789435641,6973593.09884043,126,150,24
902067.154077558,6954548.48224571,890778.879651663,6958648.05503819,130,151,21
876423.321368514,6954249.21951371,879504.829451838,6963509.43227923,148,152,4
898349.784053033,6955728.24992217,893822.044566697,6951235.49927666,58,153,95
901767.162617563,6954209.02257003,889565.071179766,6953094.20350314,151,153,2
877150.808313604,6954351.94294951,900156.420031274,6971034.60637149,152,153,1
901767.162617563,6954209.02257003,898077.200864779,6949192.32586686,151,154,3
882658.761615596,6947238.53111762,910775.627979327,6950015.41242284,139,154,15
879011.755081525,6959275.85332739,905387.094369153,6940232.31133438,153,154,1
875108.165197854,6953607.4420607,908173.491567039,6970229.54444461,149,155,6
878263.8862313,6949023.34297112,890058.73058415,6973518.80913183,122,157,35
